,year,state,question_id,question,opinion,category,total,democrat,republican,other
9623,2016,CO,2085,Opinion of Barack Obama as president,1,Strongly disapprove,0,3,53,85
9624,2016,CO,2115,Opinion of Barack Obama as president,1,Approve,6,3,1,5
9625,2016,CO,2115,Opinion of Barack Obama as president,1,Disapprove,45,5,88,1
9626,2016,CO,2115,Opinion of Barack Obama as president,1,Disapprove,1,5,34,48
9627,2016,CO,2500,Education,0,College graduate,43,2,1,6
9628,2016,CO,2500,Education,0,High school or less,19,40,51,3
9629,2016,CO,2500,Education,0,High school or less,1,5,20,64
9630,2016,CO,2500,Education,0,Postgraduate,30,1,1,4
9631,2016,CO,2500,Education,0,Some college,27,43,49,3
9632,2016,CO,2500,Education,0,Some college,1,4,35,41
9633,2016,CO,2818,Opinion of presidential candidate you voted for,1,Dislike opponents,51,3,1,4
9634,2016,CO,2818,Opinion of presidential candidate you voted for,1,Have reservations,25,46,42,3
9635,2016,CO,2818,Opinion of presidential candidate you voted for,1,Have reservations,0,9,38,57
9636,2016,CO,2818,Opinion of presidential candidate you voted for,1,Strongly favor ,38,1,2,2
9637,2016,CO,3284,Which best describes you?,1,Born in Colorado,38,46,44,3
9638,2016,CO,3284,Which best describes you?,1,Born in Colorado,1,6,50,52
9639,2016,CO,3284,Which best describes you?,1,Moved to Colo. pre-2006,42,1,1,4
9640,2016,CO,3284,Which best describes you?,1,Moved to Colo. since 2006,13,44,46,2
9641,2016,CO,3284,Which best describes you?,1,Moved to Colo. since 2006,3,5,38,46
9642,2016,CO,3301,Which better describes you?,1,Born in Colorado,44,3,1,6
9643,2016,CO,3301,Which better describes you?,1,Moved to Colorado,62,50,43,2
9644,2016,CO,3301,Which better describes you?,1,Moved to Colorado,1,4,44,94
9645,2016,CO,3410,Opinion of Hillary Clinton,1,Favorable,3,,1,2
9646,2016,CO,3410,Opinion of Hillary Clinton,1,Unfavorable,54,10,78,3
9647,2016,CO,3410,Opinion of Hillary Clinton,1,Unfavorable,2,7,22,62
9648,2016,CO,3423,Race,0,Non-white,31,3,1,3
9649,2016,CO,3423,Race,0,White,78,45,47,2
9650,2016,CO,3423,Race,0,White,1,5,32,20
9651,2016,CO,3433,Feelings about the federal government,1,Angry,70,1,2,7
9652,2016,CO,3433,Feelings about the federal government,1,Dissatisfied,37,44,46,2
9653,2016,CO,3433,Feelings about the federal government,1,Dissatisfied,2,6,4,
9654,2016,CO,3433,Feelings about the federal government,1,Enthusiastic,,,,
9655,2016,CO,3433,Feelings about the federal government,1,Satisfied,25,85,13,
9656,2016,CO,3433,Feelings about the federal government,1,Satisfied,,2,70,33
9657,2016,CO,3435,Feelings about the federal government,1,Dissatisfied/Angry,57,2,2,6
9658,2016,CO,3435,Feelings about the federal government,1,Enthusiastic/Satisfied,29,85,12,2
9659,2016,CO,3435,Feelings about the federal government,1,Enthusiastic/Satisfied,,1,59,75
9660,2016,CO,3469,View of U.S. wall along the entire Mexican border,1,Oppose,14,2,2,7
9661,2016,CO,3469,View of U.S. wall along the entire Mexican border,1,Support,38,9,89,
9662,2016,CO,3469,View of U.S. wall along the entire Mexican border,1,Support,0,2,60,18
9663,2016,CO,3481,Is Hillary Clinton honest and trustworthy?,1,No,71,2,2,7
9664,2016,CO,3481,Is Hillary Clinton honest and trustworthy?,1,Yes,38,97,1,1
9665,2016,CO,3481,Is Hillary Clinton honest and trustworthy?,1,Yes,0,1,64,73
9666,2016,CO,3491,Is Donald Trump honest and trustworthy?,1,No,16,3,1,7
9667,2016,CO,3491,Is Donald Trump honest and trustworthy?,1,Yes,35,3,94,1
9668,2016,CO,3491,Is Donald Trump honest and trustworthy?,1,Yes,1,1,54,53
9669,2016,CO,3715,Most important issue facing the country,1,Economy,38,2,1,6
9670,2016,CO,3715,Most important issue facing the country,1,Foreign policy,17,61,30,1
9671,2016,CO,3715,Most important issue facing the country,1,Foreign policy,1,7,11,37
9672,2016,CO,3715,Most important issue facing the country,1,Immigration,59,,2,2
9673,2016,CO,3715,Most important issue facing the country,1,Terrorism,14,30,67,2
9674,2016,CO,3715,Most important issue facing the country,1,Terrorism,,1,29,5
9675,2016,CO,3716,Which candidate quality mattered most?,1,Can bring change,88,2,1,4
9676,2016,CO,3716,Which candidate quality mattered most?,1,Cares about me,13,49,44,1
9677,2016,CO,3716,Which candidate quality mattered most?,1,Cares about me,3,3,28,56
9678,2016,CO,3716,Which candidate quality mattered most?,1,Good judgment,32,2,2,8
9679,2016,CO,3716,Which candidate quality mattered most?,1,Right experience,27,88,8,
9680,2016,CO,3716,Which candidate quality mattered most?,1,Right experience,,4,41,5
9681,2016,CO,3722,Does Clinton have the temperament to be president?,1,No,89,,2,4
9682,2016,CO,3722,Does Clinton have the temperament to be president?,1,Yes,58,80,11,3
9683,2016,CO,3722,Does Clinton have the temperament to be president?,1,Yes,1,5,63,76
9684,2016,CO,3723,Does Trump have the temperament to be president?,1,No,13,2,2,7
9685,2016,CO,3723,Does Trump have the temperament to be president?,1,Yes,36,2,96,1
9686,2016,CO,3723,Does Trump have the temperament to be president?,1,Yes,0,1,63,54
9687,2016,CO,3725,When did you decide presidential vote?,1,Before September,41,1,1,3
9688,2016,CO,3725,When did you decide presidential vote?,1,In October,17,35,50,4
9689,2016,CO,3725,When did you decide presidential vote?,1,In October,3,8,12,42
9690,2016,CO,3725,When did you decide presidential vote?,1,In September,48,1,2,7
9691,2016,CO,3725,When did you decide presidential vote?,1,Last few days,,,,
9692,2016,CO,3725,When did you decide presidential vote?,1,Last few days,,,6,
9693,2016,CO,3725,When did you decide presidential vote?,1,Last week,,,,
9694,2016,CO,3726,Vote for president in a two-way race,1,Clinton,50,95,0,5
9695,2016,CO,3726,Vote for president in a two-way race,1,Trump,43,0,97,3
9696,2016,CO,3726,Vote for president in a two-way race,1,Would not vote,6,,,
9697,2016,CO,3727,Opinion of Donald Trump,1,Favorable,37,3,97,
9698,2016,CO,3727,Opinion of Donald Trump,1,Favorable,0,0,62,76
9699,2016,CO,3727,Opinion of Donald Trump,1,Unfavorable,12,3,2,7
9700,2016,CO,3728,Income,0,"$100K-$199,999",23,49,42,1
9701,2016,CO,3728,Income,0,"$100K-$199,999",1,7,4,
9702,2016,CO,3728,Income,0,"$200K-$249,999",,,,
9703,2016,CO,3728,Income,0,"$250,000 or more",6,,,
9704,2016,CO,3728,Income,0,"$250,000 or more",,,22,46
9705,2016,CO,3728,Income,0,"$30K-$49,999",43,3,2,6
9706,2016,CO,3728,Income,0,"$50K-$99,999",32,52,44,
9707,2016,CO,3728,Income,0,"$50K-$99,999",1,3,13,44
9708,2016,CO,3728,Income,0,"Under $30,000",38,7,3,8
9709,2016,CO,3737,Is Clinton qualified to serve as president?,1,No,43,3,88,2
9710,2016,CO,3737,Is Clinton qualified to serve as president?,1,No,2,5,56,85
9711,2016,CO,3737,Is Clinton qualified to serve as president?,1,Yes,9,,1,5
9712,2016,CO,3738,Is Trump qualified to serve as president?,1,No,61,78,11,2
9713,2016,CO,3738,Is Trump qualified to serve as president?,1,No,2,7,38,3
9714,2016,CO,3738,Is Trump qualified to serve as president?,1,Yes,95,1,0,1
9715,2016,CO,3739,Do you think immigrants to the U.S. today:,1,Help the country,64,67,25,1
9716,2016,CO,3739,Do you think immigrants to the U.S. today:,1,Help the country,1,6,24,12
9717,2016,CO,3739,Do you think immigrants to the U.S. today:,1,Hurt the country,81,4,1,2
9718,2016,CO,3743,How do things work in the U.S. today?,1,Minorities are favored,20,12,83,1
9719,2016,CO,3743,How do things work in the U.S. today?,1,Minorities are favored,0,4,39,39
9720,2016,CO,3743,How do things work in the U.S. today?,1,No group is favored,51,4,1,5
9721,2016,CO,3743,How do things work in the U.S. today?,1,Whites are favored,34,82,10,1
9722,2016,CO,3743,How do things work in the U.S. today?,1,Whites are favored,2,5,48,95
9723,2016,CO,3747,Who would better handle the economy?,1,Clinton,0,5,46,3
9724,2016,CO,3747,Who would better handle the economy?,1,Trump,93,4,55,85
9725,2016,CO,3748,Who would better handle foreign policy?,1,Clinton,8,1,1,5
9726,2016,CO,3748,Who would better handle foreign policy?,1,Trump,41,3,94,
9727,2016,CO,3748,Who would better handle foreign policy?,1,Trump,0,3,75,52
9728,2016,CO,3777,When did you decide presidential vote?,1,Before that,42,1,1,4
9729,2016,CO,3777,When did you decide presidential vote?,1,In the last month,22,37,48,4
9730,2016,CO,3777,When did you decide presidential vote?,1,In the last month,2,9,91,49
9731,2016,CO,3778,When did you decide presidential vote?,1,Before that,43,2,1,5
9732,2016,CO,3778,When did you decide presidential vote?,1,In the last week,6,,,
9733,2016,CO,3778,When did you decide presidential vote?,1,In the last week,,,12,82
9734,2016,CO,3784,Party by gender,0,Democratic men,12,3,1,2
9735,2016,CO,3784,Party by gender,0,Democratic women,20,91,7,1
9736,2016,CO,3784,Party by gender,0,Democratic women,0,1,25,36
9737,2016,CO,3784,Party by gender,0,Independent men,50,1,2,11
9738,2016,CO,3784,Party by gender,0,Independent women,18,49,39,3
9739,2016,CO,3784,Party by gender,0,Independent women,3,6,12,11
9740,2016,CO,3784,Party by gender,0,Republican men,84,,,5
9741,2016,CO,3784,Party by gender,0,Republican women,12,6,92,
9742,2016,CO,3784,Party by gender,0,Republican women,1,1,2,
9743,2016,CO,3785,Opinion of Clinton and Trump,1,Both favorable,,,,
9744,2016,CO,3785,Opinion of Clinton and Trump,1,Both unfavorable,19,27,40,8
9745,2016,CO,3785,Opinion of Clinton and Trump,1,Both unfavorable,5,20,42,97
9746,2016,CO,3785,Opinion of Clinton and Trump,1,Only Clinton favorable,,,1,2
9747,2016,CO,3785,Opinion of Clinton and Trump,1,Only Trump favorable,35,2,98,
9748,2016,CO,3785,Opinion of Clinton and Trump,1,Only Trump favorable,0,0,1,
9749,2016,CO,3786,Which candidate is honest?,1,Both are,,,,
9750,2016,CO,3786,Which candidate is honest?,1,Neither is,27,38,39,5
9751,2016,CO,3786,Which candidate is honest?,1,Neither is,3,15,36,99
9752,2016,CO,3786,Which candidate is honest?,1,Only Clinton is,0,,0,1
9753,2016,CO,3786,Which candidate is honest?,1,Only Trump is,33,1,96,1
9754,2016,CO,3786,Which candidate is honest?,1,Only Trump is,1,1,5,
9755,2016,CO,3788,Which candidate has the right temperament?,1,Both do,,,,
9756,2016,CO,3788,Which candidate has the right temperament?,1,Neither does,10,15,63,3
9757,2016,CO,3788,Which candidate has the right temperament?,1,Neither does,7,12,53,87
9758,2016,CO,3788,Which candidate has the right temperament?,1,Only Clinton does,3,3,1,6
9759,2016,CO,3788,Which candidate has the right temperament?,1,Only Trump does,31,1,97,1
9760,2016,CO,3788,Which candidate has the right temperament?,1,Only Trump does,,1,5,
9761,2016,CO,3789,Who is qualified to serve as president?,1,Both are,,,,
9762,2016,CO,3789,Who is qualified to serve as president?,1,Neither is,10,8,57,11
9763,2016,CO,3789,Who is qualified to serve as president?,1,Neither is,7,17,51,92
9764,2016,CO,3789,Who is qualified to serve as president?,1,Only Clinton is,2,,1,5
9765,2016,CO,3789,Who is qualified to serve as president?,1,Only Trump is,33,1,98,
9766,2016,CO,3789,Who is qualified to serve as president?,1,Only Trump is,0,1,22,61
9767,2016,CO,3790,Education among whites by sex,0,Non-whites,31,4,1,3
9768,2016,CO,3790,Education among whites by sex,0,White college-grad men,22,47,41,3
9769,2016,CO,3790,Education among whites by sex,0,White college-grad men,1,8,23,58
9770,2016,CO,3790,Education among whites by sex,0,White college-grad women,37,1,2,2
9771,2016,CO,3790,Education among whites by sex,0,White non-college men,16,26,63,2
9772,2016,CO,3790,Education among whites by sex,0,White non-college men,1,8,18,40
9773,2016,CO,3790,Education among whites by sex,0,White non-college women,53,3,1,3
9774,2016,FL,10,Region,1,Gulf Coast / Mid-FL,17,34,64,2
9775,2016,FL,10,Region,1,Miami / Gold Coast,27,62,34,4
9776,2016,FL,10,Region,1,North / Panhandle,20,36,58,6
9777,2016,FL,10,Region,1,Orlando / Atlantic Coast,20,48,48,4
9778,2016,FL,10,Region,1,Tampa Bay Area,16,47,46,7
9779,2016,FL,159,Age,0,18-29,17,54,36,10
9780,2016,FL,159,Age,0,30-44,23,54,39,7
9781,2016,FL,159,Age,0,45-64,38,43,56,1
9782,2016,FL,159,Age,0,65 and older,21,40,57,3
9783,2016,FL,160,Age,0,18-24,10,63,27,2
9784,2016,FL,160,Age,0,18-24,5,3,7,43
9785,2016,FL,160,Age,0,25-29,49,,4,4
9786,2016,FL,160,Age,0,30-39,15,56,38,1
9787,2016,FL,160,Age,0,30-39,1,4,17,46
9788,2016,FL,160,Age,0,40-49,50,2,0,2
9789,2016,FL,160,Age,0,50-64,29,43,55,
9790,2016,FL,160,Age,0,50-64,1,1,21,40
9791,2016,FL,160,Age,0,65 and older,57,2,0,1
9792,2016,FL,183,Ethnicity,0,Cuban,6,41,54,5
9793,2016,FL,183,Ethnicity,0,Not Latino,84,45,51,4
9794,2016,FL,183,Ethnicity,0,Other Latino,10,71,26,3
9795,2016,FL,190,Financial situation compared to four years ago:,1,About the same,44,43,51,6
9796,2016,FL,190,Financial situation compared to four years ago:,1,Better today,27,77,20,3
9797,2016,FL,190,Financial situation compared to four years ago:,1,Worse today,27,28,70,2
9798,2016,FL,227,Life for the next generation of Americans will be:,1,About the same,22,53,43,4
9799,2016,FL,227,Life for the next generation of Americans will be:,1,Better than today,35,65,32,3
9800,2016,FL,227,Life for the next generation of Americans will be:,1,Worse than today,33,27,65,8
9801,2016,FL,229,Marital status,0,Married,54,44,51,5
9802,2016,FL,229,Marital status,0,Unmarried,46,52,42,6
9803,2016,FL,241,Condition of national economy,1,Excellent,3,,,
9804,2016,FL,241,Condition of national economy,1,Good,31,82,15,3
9805,2016,FL,241,Condition of national economy,1,Not good,39,37,57,6
9806,2016,FL,241,Condition of national economy,1,Poor,26,16,83,1
9807,2016,FL,248,Party ID,0,democrat,32,90,8,1
9808,2016,FL,248,Party ID,0,democrat,1,0,34,43
9809,2016,FL,248,Party ID,0,independent,47,3,2,5
9810,2016,FL,248,Party ID,0,republican,33,8,89,1
9811,2016,FL,248,Party ID,0,republican,1,1,36,17
9812,2016,FL,251,Ideology,0,conservative,79,4,25,81
9813,2016,FL,251,Ideology,0,liberal,14,5,38,51
9814,2016,FL,251,Ideology,0,moderate,43,6,2,
9815,2016,FL,260,Race,0,asian,,,14,84
9816,2016,FL,260,Race,0,black,8,8,18,62
9817,2016,FL,260,Race,0,latino,35,3,4,58
9818,2016,FL,260,Race,0,other,36,6,62,32
9819,2016,FL,260,Race,0,white,64,4,25,44
9820,2016,FL,264,Religion,0,catholic,54,1,0,1
9821,2016,FL,264,Religion,0,jewish,4,,,
9822,2016,FL,264,Religion,0,jewish,,,17,58
9823,2016,FL,264,Religion,0,none,32,4,1,5
9824,2016,FL,264,Religion,0,other,6,64,34,
9825,2016,FL,264,Religion,0,other,2,1,49,38
9826,2016,FL,264,Religion,0,protestant,60,1,0,1
9827,2016,FL,279,Gender,0,female,53,50,46,4
9828,2016,FL,279,Gender,0,male,47,43,52,5
9829,2016,FL,281,Area type,0,Rural area,9,36,61,3
9830,2016,FL,281,Area type,0,Suburban area,45,43,53,4
9831,2016,FL,281,Area type,0,Urban area,46,53,41,6
9832,2016,FL,487,Condition of national economy,1,Good,34,83,14,3
9833,2016,FL,487,Condition of national economy,1,Poor,66,28,67,5
9834,2016,FL,682,Income,0,$50k or more,61,43,54,3
9835,2016,FL,682,Income,0,less than $50k,39,54,42,4
9836,2016,FL,917,Income,0,$100K or more,29,40,56,4
9837,2016,FL,917,Income,0,Under $100K,71,50,47,3
9838,2016,FL,921,White born-again or evangelical Christian?,1,No,79,53,41,6
9839,2016,FL,921,White born-again or evangelical Christian?,1,Yes,21,14,85,1
9840,2016,FL,1250,Illegal immigrants working in the U.S. should be:,1,Deported to home country,23,5,92,3
9841,2016,FL,1250,Illegal immigrants working in the U.S. should be:,1,Offered legal status,70,62,33,5
9842,2016,FL,1386,Marital status by gender,0,Married men,25,42,52,
9843,2016,FL,1386,Marital status by gender,0,Married men,1,5,28,46
9844,2016,FL,1386,Marital status by gender,0,Married women,50,2,0,2
9845,2016,FL,1386,Marital status by gender,0,Unmarried men,23,52,40,
9846,2016,FL,1386,Marital status by gender,0,Unmarried men,5,3,23,52
9847,2016,FL,1386,Marital status by gender,0,Unmarried women,44,1,1,2
9848,2016,FL,1602,Race and gender,0,all other races,6,65,28,3
9849,2016,FL,1602,Race and gender,0,all other races,0,4,6,81
9850,2016,FL,1602,Race and gender,0,black men,10,3,5,1
9851,2016,FL,1602,Race and gender,0,black women,8,87,6,5
9852,2016,FL,1602,Race and gender,0,black women,2,0,8,60
9853,2016,FL,1602,Race and gender,0,latino men,36,1,1,2
9854,2016,FL,1602,Race and gender,0,latino women,10,63,34,1
9855,2016,FL,1602,Race and gender,0,latino women,1,1,29,28
9856,2016,FL,1602,Race and gender,0,white men,67,2,0,3
9857,2016,FL,1602,Race and gender,0,white women,33,36,60,1
9858,2016,FL,1602,Race and gender,0,white women,1,2,29,40
9859,2016,FL,1948,Income,0,"$100,000 or more",56,4,32,45
9860,2016,FL,1948,Income,0,"$50-100,000",52,3,39,54
9861,2016,FL,1948,Income,0,"less than $50,000",42,4,40,54
9862,2016,FL,1949,Age,0,18-44,38,8,60,42
9863,2016,FL,1949,Age,0,45 and older,56,2,48,47
9864,2016,FL,1951,Are you a college graduate?,0,no,48,5,52,46
9865,2016,FL,1951,Are you a college graduate?,0,yes,49,5,20,71
9866,2016,FL,1974,Education and race,0,non-white - no college,24,5,18,69
9867,2016,FL,1974,Education and race,0,non-white college grads,24,7,35,35
9868,2016,FL,1974,Education and race,0,white college graduates,62,3,27,30
9869,2016,FL,1974,Education and race,0,whites - no college,66,4,20,74
9870,2016,FL,2085,Opinion of Barack Obama as president,1,Somewhat approve,21,5,13,14
9871,2016,FL,2085,Opinion of Barack Obama as president,1,Somewhat disapprove,81,5,32,95
9872,2016,FL,2085,Opinion of Barack Obama as president,1,Strongly approve,2,3,34,2
9873,2016,FL,2085,Opinion of Barack Obama as president,1,Strongly disapprove,98,,51,87
9874,2016,FL,2115,Opinion of Barack Obama as president,1,Approve,9,4,47,5
9875,2016,FL,2115,Opinion of Barack Obama as president,1,Disapprove,93,2,36,42
9876,2016,FL,2500,Education,0,College graduate,54,4,18,51
9877,2016,FL,2500,Education,0,High school or less,46,3,16,56
9878,2016,FL,2500,Education,0,Postgraduate,39,5,30,45
9879,2016,FL,2500,Education,0,Some college,49,6,24,50
9880,2016,FL,2818,Opinion of presidential candidate you voted for,1,Dislike opponents,44,6,24,44
9881,2016,FL,2818,Opinion of presidential candidate you voted for,1,Have reservations,53,3,50,46
9882,2016,FL,2818,Opinion of presidential candidate you voted for,1,Strongly favor ,49,5,31,13
9883,2016,FL,3199,Is climate change a serious problem?,1,No,87,,66,61
9884,2016,FL,3199,Is climate change a serious problem?,1,Yes,35,4,45,96
9885,2016,FL,3410,Opinion of Hillary Clinton,1,Favorable,2,2,53,7
9886,2016,FL,3410,Opinion of Hillary Clinton,1,Unfavorable,90,3,38,71
9887,2016,FL,3423,Race,0,Non-white,24,5,62,32
9888,2016,FL,3423,Race,0,White,64,4,29,26
9889,2016,FL,3433,Feelings about the federal government,1,Angry,68,6,44,43
9890,2016,FL,3433,Feelings about the federal government,1,Dissatisfied,53,4,3,
9891,2016,FL,3433,Feelings about the federal government,1,Enthusiastic,,,21,76
9892,2016,FL,3433,Feelings about the federal government,1,Satisfied,19,5,73,37
9893,2016,FL,3435,Feelings about the federal government,1,Dissatisfied/Angry,59,4,25,77
9894,2016,FL,3435,Feelings about the federal government,1,Enthusiastic/Satisfied,20,3,63,20
9895,2016,FL,3481,Is Hillary Clinton honest and trustworthy?,1,No,75,5,33,96
9896,2016,FL,3481,Is Hillary Clinton honest and trustworthy?,1,Yes,2,2,58,76
9897,2016,FL,3491,Is Donald Trump honest and trustworthy?,1,No,18,6,37,4
9898,2016,FL,3491,Is Donald Trump honest and trustworthy?,1,Yes,96,,39,58
9899,2016,FL,3492,Effect of international trade,1,Creates U.S. jobs,37,2,0,3
9900,2016,FL,3492,Effect of international trade,1,Does not affect jobs,14,61,31,
9901,2016,FL,3492,Effect of international trade,1,Does not affect jobs,5,3,34,28
9902,2016,FL,3492,Effect of international trade,1,Takes away U.S. jobs,70,1,0,1
9903,2016,FL,3715,Most important issue facing the country,1,Economy,48,49,46,5
9904,2016,FL,3715,Most important issue facing the country,1,Foreign policy,12,66,30,4
9905,2016,FL,3715,Most important issue facing the country,1,Immigration,10,30,69,1
9906,2016,FL,3715,Most important issue facing the country,1,Terrorism,26,43,55,2
9907,2016,FL,3716,Which candidate quality mattered most?,1,Can bring change,40,13,85,2
9908,2016,FL,3716,Which candidate quality mattered most?,1,Cares about me,16,63,32,5
9909,2016,FL,3716,Which candidate quality mattered most?,1,Good judgment,18,63,31,6
9910,2016,FL,3716,Which candidate quality mattered most?,1,Right experience,21,88,8,4
9911,2016,FL,3717,Did any campaign contact you?,0,Both,8,,,
9912,2016,FL,3717,Did any campaign contact you?,0,Neither,70,48,48,4
9913,2016,FL,3717,Did any campaign contact you?,0,Only Clinton,11,72,27,1
9914,2016,FL,3717,Did any campaign contact you?,0,Only Trump,9,11,88,1
9915,2016,FL,3722,Does Clinton have the temperament to be president?,1,No,45,4,91,5
9916,2016,FL,3722,Does Clinton have the temperament to be president?,1,Yes,53,84,13,3
9917,2016,FL,3723,Does Trump have the temperament to be president?,1,No,56,79,15,6
9918,2016,FL,3723,Does Trump have the temperament to be president?,1,Yes,41,5,95,
9919,2016,FL,3725,When did you decide presidential vote?,1,Before September,61,50,48,1
9920,2016,FL,3725,When did you decide presidential vote?,1,Before September,0,1,15,46
9921,2016,FL,3725,When did you decide presidential vote?,1,In October,47,1,5,1
9922,2016,FL,3725,When did you decide presidential vote?,1,In September,12,46,52,
9923,2016,FL,3725,When did you decide presidential vote?,1,In September,0,2,6,46
9924,2016,FL,3725,When did you decide presidential vote?,1,Last few days,48,1,2,3
9925,2016,FL,3725,When did you decide presidential vote?,1,Last week,5,,,
9926,2016,FL,3725,When did you decide presidential vote?,1,Last week,,,46,96
9927,2016,FL,3726,Vote for president in a two-way race,1,Clinton,0,4,48,0
9928,2016,FL,3726,Vote for president in a two-way race,1,Trump,98,2,5,
9929,2016,FL,3726,Vote for president in a two-way race,1,Would not vote,,,41,4
9930,2016,FL,3727,Opinion of Donald Trump,1,Favorable,96,,57,80
9931,2016,FL,3727,Opinion of Donald Trump,1,Unfavorable,15,5,21,42
9932,2016,FL,3728,Income,0,"$100K-$199,999",54,4,3,
9933,2016,FL,3728,Income,0,"$200K-$249,999",,,5,
9934,2016,FL,3728,Income,0,"$250,000 or more",,,19,51
9935,2016,FL,3728,Income,0,"$30K-$49,999",46,3,32,45
9936,2016,FL,3728,Income,0,"$50K-$99,999",52,3,20,56
9937,2016,FL,3728,Income,0,"Under $30,000",38,6,45,27
9938,2016,FL,3736,Does the country's criminal justice system:,1,Treat all fairly,69,4,42,69
9939,2016,FL,3736,Does the country's criminal justice system:,1,Treat blacks unfairly,26,5,47,3
9940,2016,FL,3737,Is Clinton qualified to serve as president?,1,No,96,1,52,84
9941,2016,FL,3737,Is Clinton qualified to serve as president?,1,Yes,11,5,55,77
9942,2016,FL,3738,Is Trump qualified to serve as president?,1,No,16,7,43,3
9943,2016,FL,3738,Is Trump qualified to serve as president?,1,Yes,96,1,59,67
9944,2016,FL,3739,Do you think immigrants to the U.S. today:,1,Help the country,27,6,28,13
9945,2016,FL,3739,Do you think immigrants to the U.S. today:,1,Hurt the country,87,,20,12
9946,2016,FL,3743,How do things work in the U.S. today?,1,Minorities are favored,86,2,38,36
9947,2016,FL,3743,How do things work in the U.S. today?,1,No group is favored,61,3,36,80
9948,2016,FL,3743,How do things work in the U.S. today?,1,Whites are favored,13,7,44,97
9949,2016,FL,3747,Who would better handle the economy?,1,Clinton,2,1,50,5
9950,2016,FL,3747,Who would better handle the economy?,1,Trump,92,3,54,85
9951,2016,FL,3748,Who would better handle foreign policy?,1,Clinton,11,4,42,1
9952,2016,FL,3748,Who would better handle foreign policy?,1,Trump,96,3,51,81
9953,2016,FL,3753,Does Donald Trump's treatment of women bother you:,1,A lot,11,3,0,5
9954,2016,FL,3753,Does Donald Trump's treatment of women bother you:,1,Not at all,21,8,89,
9955,2016,FL,3753,Does Donald Trump's treatment of women bother you:,1,Not at all,0,3,10,6
9956,2016,FL,3753,Does Donald Trump's treatment of women bother you:,1,Not much,94,,0,
9957,2016,FL,3753,Does Donald Trump's treatment of women bother you:,1,Some,16,17,74,2
9958,2016,FL,3753,Does Donald Trump's treatment of women bother you:,1,Some,4,3,47,5
9959,2016,FL,3763,Does Clinton's use of private email bother you:,1,A lot,88,2,1,4
9960,2016,FL,3763,Does Clinton's use of private email bother you:,1,Not at all,24,90,9,1
9961,2016,FL,3763,Does Clinton's use of private email bother you:,1,Not at all,0,0,11,87
9962,2016,FL,3763,Does Clinton's use of private email bother you:,1,Not much,7,2,0,4
9963,2016,FL,3763,Does Clinton's use of private email bother you:,1,Some,17,73,18,4
9964,2016,FL,3763,Does Clinton's use of private email bother you:,1,Some,0,5,35,89
9965,2016,FL,3771,Does Clinton's use of private email bother you?,1,No,9,2,63,23
9966,2016,FL,3771,Does Clinton's use of private email bother you?,1,Yes,70,7,79,43
9967,2016,FL,3772,Were you contacted by the Clinton campaign?,1,No,52,5,19,62
9968,2016,FL,3772,Were you contacted by the Clinton campaign?,1,Yes,34,4,82,51
9969,2016,FL,3773,Were you contacted by the Trump campaign?,1,No,45,4,17,28
9970,2016,FL,3773,Were you contacted by the Trump campaign?,1,Yes,67,5,73,49
9971,2016,FL,3777,When did you decide presidential vote?,1,Before that,49,2,26,43
9972,2016,FL,3777,When did you decide presidential vote?,1,In the last month,50,7,88,49
9973,2016,FL,3778,When did you decide presidential vote?,1,Before that,48,3,11,38
9974,2016,FL,3778,When did you decide presidential vote?,1,In the last week,55,7,32,7
9975,2016,FL,3779,Does Donald Trump's treatment of women bother you?,1,No,91,2,66,66
9976,2016,FL,3779,Does Donald Trump's treatment of women bother you?,1,Yes,26,8,30,71
9977,2016,FL,3782,View on Obamacare,1,Did not go far enough,26,3,13,90
9978,2016,FL,3782,View on Obamacare,1,Was about right,5,5,47,18
9979,2016,FL,3782,View on Obamacare,1,Went too far,77,5,12,88
9980,2016,FL,3784,Party by gender,0,Democratic men,11,,,1
9981,2016,FL,3784,Party by gender,0,Democratic women,20,92,7,
9982,2016,FL,3784,Party by gender,0,Democratic women,1,0,19,42
9983,2016,FL,3784,Party by gender,0,Independent men,49,2,2,5
9984,2016,FL,3784,Party by gender,0,Independent women,15,45,45,5
9985,2016,FL,3784,Party by gender,0,Independent women,2,3,15,9
9986,2016,FL,3784,Party by gender,0,Republican men,88,1,1,1
9987,2016,FL,3784,Party by gender,0,Republican women,18,8,90,1
9988,2016,FL,3784,Party by gender,0,Republican women,0,1,2,
9989,2016,FL,3785,Opinion of Clinton and Trump,1,Both favorable,,,,
9990,2016,FL,3785,Opinion of Clinton and Trump,1,Both unfavorable,14,24,61,2
9991,2016,FL,3785,Opinion of Clinton and Trump,1,Both unfavorable,4,9,43,98
9992,2016,FL,3785,Opinion of Clinton and Trump,1,Only Clinton favorable,0,2,0,0
9993,2016,FL,3785,Opinion of Clinton and Trump,1,Only Trump favorable,39,1,99,
9994,2016,FL,3785,Opinion of Clinton and Trump,1,Only Trump favorable,,0,1,
9995,2016,FL,3786,Which candidate is honest?,1,Both are,,,,
9996,2016,FL,3786,Which candidate is honest?,1,Neither is,25,47,41,3
9997,2016,FL,3786,Which candidate is honest?,1,Neither is,3,6,31,98
9998,2016,FL,3786,Which candidate is honest?,1,Only Clinton is,1,1,0,0
